Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-05 16:00:00-04:00	-0.6		
2026-05-06 16:00:00-04:00	-0.52	2.07	498.91
2026-02-25 16:00:00-05:00	-0.47	1.93	508.47
2025-11-05 16:00:00-05:00	-0.19	-0.17	10.53
2025-08-06 16:00:00-04:00	-0.14	-0.14	-2.86
2025-05-07 16:00:00-04:00	-0.14	-0.16	-13.03
2025-02-26 16:00:00-05:00	-0.12	-0.34	-185.76
2024-11-06 16:00:00-05:00	-0.12	-0.23	-85.22
2024-08-07 12:00:00-04:00	-0.11	-0.21	-89.82
2024-05-08 16:00:00-04:00	-0.08	-0.23	-172.47
2024-02-28 16:00:00-05:00	-0.09	-0.24	-167.78
2023-11-08 16:00:00-05:00	-0.1	-0.18	-87.49
2023-08-10 16:00:00-04:00	-0.08	-0.14	-67.89
2023-05-11 16:00:00-04:00	-0.09	-0.12	-31.78
2023-03-30 16:00:00-04:00	-0.08	-0.08	-1.64
2022-11-14 16:00:00-05:00	-0.08	-0.12	-43.87
2022-08-15 16:00:00-04:00	-0.08	-0.09	-12.25
2022-05-16 16:00:00-04:00	-0.06	-0.09	-50.17
2022-03-28 16:00:00-04:00	-0.1	-0.06	44.0
2021-11-15 16:00:00-05:00	-0.08	-0.09	-9.05
