Date	Sentiment_Daily	News_Volume
2025-07-14	0.8000	1
2025-08-01	0.0000	1
2025-08-04	0.0000	1
2025-08-06	0.0000	1
2025-08-15	0.0000	1
2025-08-25	0.1390	1
2025-09-18	0.0000	1
2025-09-24	0.2860	1
2025-10-09	0.5000	1
2025-10-22	0.4380	1
2025-10-23	0.0000	1
2025-10-27	0.0000	1
2025-10-28	0.0000	1
2025-10-29	0.1000	1
2025-11-01	0.0000	1
2025-11-03	0.0000	2
2025-11-10	0.2500	2
2025-11-17	0.5000	1
2025-11-24	0.0000	3
2025-11-25	0.1500	2
2025-11-26	0.3215	2
2025-11-27	0.0810	3
2025-12-03	-0.1460	2
2025-12-04	0.0000	1
2025-12-05	0.1430	2
2025-12-07	-0.3000	1
2025-12-09	0.0000	2
2025-12-10	-0.1560	1
2025-12-12	0.3500	2
2025-12-17	-0.0780	2
2025-12-24	0.5000	1
2026-01-08	0.0000	1
2026-01-09	0.1360	1
2026-01-11	0.0000	1
2026-01-13	0.5000	1
2026-01-20	-0.1000	1
2026-01-21	-0.1000	1
2026-01-29	-0.1560	1
2026-01-30	0.0000	1
2026-02-02	0.0000	2
2026-02-04	0.0000	3
2026-02-05	0.4000	1
2026-02-09	0.1815	2
2026-02-11	0.0330	1
2026-02-13	0.2375	2
2026-02-14	0.0000	1
2026-02-17	0.1360	1
2026-02-19	0.0000	1
2026-02-20	0.4670	1
2026-02-23	0.3870	1
2026-02-25	-0.0415	2
2026-02-26	0.1000	3
2026-02-27	0.0315	2
2026-02-28	0.4330	1
2026-03-01	0.0855	2
2026-03-02	0.0145	4
2026-03-03	0.0000	1
2026-03-04	-0.0410	2
2026-03-05	0.0000	2
2026-03-06	0.1443	7
2026-03-07	0.1830	1
2026-03-08	0.2165	2
2026-03-09	0.0342	4
