Date	Sentiment_Daily	News_Volume
2025-04-15	0.0000	1
2025-04-22	0.0000	1
2025-04-28	0.0000	1
2025-05-05	0.3330	1
2025-05-19	0.1670	1
2025-06-05	0.6000	1
2025-06-15	0.2000	1
2025-06-20	0.0215	2
2025-06-23	0.0000	1
2025-06-24	0.0000	1
2025-06-27	0.1140	1
2025-07-02	0.0000	1
2025-07-14	0.2670	1
2025-07-25	0.0000	1
2025-07-29	0.0000	2
2025-08-01	0.4330	1
2025-08-04	0.0000	1
2025-08-06	0.0000	1
2025-08-09	0.0000	1
2025-08-10	-0.1250	1
2025-08-13	0.0000	1
2025-08-14	0.0000	1
2025-08-16	0.4670	1
2025-08-18	0.0620	1
2025-08-19	0.0620	1
2025-09-02	0.5000	1
2025-09-05	0.2500	2
2025-09-08	0.0000	1
2025-09-12	0.5000	1
2025-09-15	0.5000	1
2025-09-17	0.3500	1
2025-09-18	0.0000	1
2025-09-23	0.4000	2
2025-09-24	0.0000	1
2025-09-25	0.0000	1
2025-09-28	0.0000	1
2025-09-30	0.2665	2
2025-10-01	0.0310	1
2025-10-07	0.0453	3
2025-10-08	-0.0500	2
2025-10-15	0.1670	1
2025-10-20	0.0000	2
2025-10-22	0.0000	1
2025-10-23	0.1825	2
2025-10-24	0.0000	1
2025-10-29	0.0000	2
2025-10-30	0.1250	2
2025-10-31	0.1730	1
2025-11-03	0.0675	2
2025-11-07	0.1110	1
2025-11-19	0.0000	1
2025-11-21	0.0000	1
2025-11-25	0.0000	1
2025-11-26	0.2170	1
2025-11-29	0.0000	1
2025-12-02	0.0000	1
2025-12-05	-0.1000	1
2025-12-08	0.2165	2
2025-12-11	0.0000	1
2025-12-12	0.0000	2
2025-12-15	0.0000	1
2025-12-16	0.1110	3
2025-12-17	0.0810	3
2025-12-18	0.1550	1
2025-12-19	0.1833	3
2025-12-23	0.2750	2
2025-12-24	0.6000	1
2025-12-26	0.0910	1
2025-12-29	0.6000	1
2025-12-31	0.3140	1
2026-01-02	0.1250	2
2026-01-03	0.0000	1
2026-01-05	0.0000	1
2026-01-06	0.0000	1
2026-01-07	0.0000	2
2026-01-08	0.0000	1
2026-01-09	0.2834	5
2026-01-12	0.1670	1
2026-01-13	0.0000	1
2026-01-20	0.0000	1
2026-01-21	0.0000	2
2026-01-22	-0.0500	2
2026-01-23	0.0000	5
2026-01-26	0.0000	2
2026-01-27	0.0000	2
2026-01-28	0.0000	2
2026-01-29	0.0000	1
2026-01-30	0.0000	1
2026-02-02	0.0000	1
2026-02-03	0.0000	2
2026-02-04	0.0730	4
2026-02-05	0.0309	14
2026-02-06	0.0808	5
2026-02-09	0.6000	1
2026-02-10	0.0932	12
2026-02-11	0.0974	5
2026-02-12	0.2500	2
2026-02-13	0.0000	2
2026-02-14	0.4000	1
2026-02-15	0.0080	4
2026-02-16	0.2520	5
2026-02-17	0.1062	4
2026-02-18	0.0237	13
2026-02-19	-0.0019	12
2026-02-20	0.0390	10
2026-02-23	0.1177	10
2026-02-24	0.1118	10
2026-02-25	0.2104	16
2026-02-26	0.1051	14
2026-02-27	0.0024	16
2026-02-28	0.0933	3
2026-03-01	0.2500	2
2026-03-02	0.0762	12
2026-03-03	0.1054	12
2026-03-04	-0.0433	12
2026-03-05	0.0334	25
2026-03-06	0.0687	17
2026-03-07	0.2360	3
2026-03-08	0.2080	1
2026-03-09	0.0681	31
2026-03-10	0.0700	21
2026-03-11	0.0755	24
2026-03-12	0.1058	24
2026-03-13	0.0498	13
2026-03-14	-0.0375	2
2026-03-15	0.1338	6
2026-03-16	0.0983	16
2026-03-17	0.1714	12
2026-03-18	0.1066	5
2026-03-19	0.0729	26
2026-03-20	0.1032	17
2026-03-21	0.2633	6
2026-03-22	0.0000	3
2026-03-23	0.0570	8
2026-03-24	0.0233	11
2026-03-25	0.1373	12
2026-03-26	0.0050	11
2026-03-27	0.0767	6
2026-03-28	0.0700	3
2026-03-29	0.1875	4
2026-03-30	0.0559	17
2026-03-31	0.1068	16
2026-04-01	0.1017	22
2026-04-02	0.0592	20
2026-04-03	0.0425	6
2026-04-04	0.0000	4
2026-04-05	0.0000	2
2026-04-06	0.0376	5
2026-04-07	0.0786	14
2026-04-08	0.0700	41
2026-04-09	0.1526	28
2026-04-10	0.0194	20
2026-04-11	0.2165	2
2026-04-13	0.0999	14
2026-04-14	0.1483	19
2026-04-15	0.1497	12
2026-04-16	0.1050	5
2026-04-17	0.1263	17
2026-04-18	0.1310	5
2026-04-19	0.0772	6
2026-04-20	0.1048	9
2026-04-21	0.1552	20
2026-04-22	0.0878	11
2026-04-23	0.0295	14
2026-04-24	0.0950	9
2026-04-25	0.0000	3
2026-04-26	0.0000	1
2026-04-27	0.0208	25
2026-04-28	0.0710	31
2026-04-29	0.0183	11
2026-04-30	0.0360	16
2026-05-01	0.0715	13
2026-05-02	-0.0410	3
2026-05-03	0.0618	6
2026-05-04	0.1071	9
2026-05-05	-0.0268	13
2026-05-06	0.0753	10
2026-05-07	0.0438	44
2026-05-08	-0.0333	15
2026-05-09	0.1270	4
2026-05-10	0.0252	6
2026-05-11	0.0854	17
2026-05-12	0.0823	14
2026-05-13	0.2375	4
2026-05-14	0.1272	12
2026-05-15	0.0668	8
2026-05-16	0.2828	4
2026-05-17	-0.0165	2
2026-05-18	0.0311	14
2026-05-19	0.0978	22
2026-05-20	0.0669	15
2026-05-21	0.0562	19
2026-05-22	0.0383	16
2026-05-23	0.0000	1
2026-05-24	0.1328	6
2026-05-25	0.0200	3
2026-05-26	0.1356	15
2026-05-27	-0.0040	4
2026-05-28	0.1140	3
2026-05-29	0.1250	10
2026-05-30	0.0000	2
2026-05-31	0.2300	3
2026-06-01	-0.0055	10
2026-06-02	0.0724	7
2026-06-03	0.1840	4
2026-06-04	-0.0082	9
2026-06-05	0.0982	13
2026-06-06	0.0455	2
2026-06-07	-0.0330	1
2026-06-08	0.0913	10
2026-06-09	0.0586	5
2026-06-10	-0.0009	13
2026-06-11	0.2257	3
2026-06-12	0.1042	24
