Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-28 16:00:00-04:00	1.92		
2026-04-22 16:00:00-04:00	1.37	1.71	24.41
2026-01-27 16:00:00-05:00	1.28	1.31	2.46
2025-10-21 16:00:00-04:00	1.49	1.57	5.81
2025-07-22 16:00:00-04:00	1.37	1.41	3.2
2025-04-23 16:00:00-04:00	1.06	1.28	20.21
2025-01-23 16:00:00-05:00	1.2	1.3	8.29
2024-10-22 16:00:00-04:00	1.37	1.47	7.08
2024-07-23 16:00:00-04:00	1.16	1.22	5.0
2024-04-23 16:00:00-04:00	1.07	1.2	12.41
2024-01-23 16:00:00-05:00	1.49	1.46	-2.1
2023-10-24 16:00:00-04:00	1.82	1.85	1.88
2023-07-25 16:00:00-04:00	1.77	1.87	5.84
2023-04-25 16:00:00-04:00	1.8	1.85	2.51
2023-01-24 16:00:00-05:00	1.98	2.13	7.69
2022-10-25 16:00:00-04:00	2.42	2.56	5.58
2022-07-26 16:00:00-04:00	2.15	2.52	17.26
2022-04-26 16:00:00-04:00	2.19	2.42	10.44
2022-01-25 16:00:00-05:00	1.96	2.33	18.97
2021-10-26 16:00:00-04:00	2.04	2.07	1.36
2021-07-21 16:00:00-04:00	1.83	2.05	11.79
2021-04-27 16:00:00-04:00	1.61	1.92	19.45
2021-01-26 16:00:00-05:00	1.33	1.8	34.92
2020-10-20 16:00:00-04:00	1.28	1.45	13.28
2020-07-21 16:00:00-04:00	0.88	1.48	68.55
