Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-14 08:00:00-04:00	13.74		
2026-04-13 07:00:00-04:00	16.24	17.55	8.09
2026-01-15 07:00:00-05:00	11.76	14.01	19.09
2025-10-14 07:00:00-04:00	10.63	12.25	15.2
2025-07-16 07:00:00-04:00	9.66	10.91	12.91
2025-04-14 07:00:00-04:00	12.26	14.12	15.16
2025-01-15 07:00:00-05:00	8.29	10.97	32.26
2024-10-15 07:00:00-04:00	7.31	9.02	23.35
2024-07-15 07:00:00-04:00	8.42	8.62	2.36
2024-04-15 07:00:00-04:00	8.7	11.58	33.1
2024-01-16 07:00:00-05:00	4.27	5.48	28.33
2023-10-17 07:00:00-04:00	5.51	5.47	-0.74
2023-07-19 07:00:00-04:00	3.92	3.08	-21.42
2023-04-18 07:00:00-04:00	8.07	8.79	8.89
2023-01-17 07:00:00-05:00	5.77	3.32	-42.44
2022-10-18 07:00:00-04:00	7.68	8.25	7.45
2022-07-18 07:00:00-04:00	6.63	7.73	16.61
2022-04-14 07:00:00-04:00	9.2	10.76	16.92
2022-01-18 07:00:00-05:00	11.81	10.81	-8.44
2021-10-15 08:00:00-04:00	10.11	14.93	47.6
2021-07-13 07:00:00-04:00	10.18	15.02	47.52
2021-04-14 07:00:00-04:00	9.97	18.6	86.63
2021-01-19 07:00:00-05:00	7.24	12.08	66.82
2020-10-14 07:00:00-04:00	5.44	9.68	78.05
2020-07-15 07:00:00-04:00	4.01	0.53	-86.8
