Date	Sentiment_Daily	News_Volume
2025-03-17	0.0000	1
2025-03-26	0.0000	1
2025-03-28	0.0500	1
2025-04-08	0.0000	1
2025-05-15	0.0000	1
2025-05-23	-0.4000	1
2025-05-26	0.0000	1
2025-05-27	0.0890	3
2025-05-29	0.0000	1
2025-06-04	0.0000	1
2025-06-06	0.1340	2
2025-06-07	0.0290	1
2025-06-10	-0.0500	2
2025-06-14	-0.1000	1
2025-06-18	0.0000	1
2025-06-22	-0.0880	1
2025-06-23	0.1417	3
2025-06-24	0.0000	1
2025-06-28	0.0000	1
2025-07-10	0.0000	1
2025-07-22	0.2025	2
2025-07-28	0.2000	1
2025-08-01	0.0000	1
2025-08-05	0.1020	2
2025-08-13	-0.2000	1
2025-08-28	0.0000	1
2025-08-30	0.1250	2
2025-09-01	0.2500	2
2025-09-03	0.0000	2
2025-09-05	0.2000	1
2025-09-06	0.3500	1
2025-09-08	0.4330	1
2025-09-13	-0.2500	1
2025-09-15	0.3000	1
2025-09-17	-0.1670	1
2025-09-19	0.0000	1
2025-09-21	-0.2000	1
2025-09-22	0.0000	1
2025-09-26	0.0000	1
2025-09-29	0.0000	1
2025-10-03	-0.1320	1
2025-10-08	0.0000	1
2025-10-12	0.0000	1
2025-10-13	0.0833	3
2025-10-15	0.0000	1
2025-10-16	0.0000	2
2025-10-21	0.0000	1
2025-10-22	-0.1560	1
2025-10-26	0.0000	1
2025-10-28	0.0000	1
2025-10-29	0.0000	1
2025-10-30	0.0500	1
2025-11-05	0.0000	1
2025-11-06	-0.1670	1
2025-11-09	0.0000	1
2025-11-10	0.4330	1
2025-11-14	0.0167	3
2025-11-17	0.0000	1
2025-11-20	0.0000	4
2025-11-21	0.0500	4
2025-11-22	0.0680	2
2025-11-24	-0.0500	1
2025-11-25	0.0000	2
2025-11-27	-0.1000	2
2025-11-28	0.2500	2
2025-11-29	0.0000	3
2025-12-01	0.0000	1
2025-12-04	0.0750	2
2025-12-05	0.0000	2
2025-12-06	0.0000	1
2025-12-08	0.0333	3
2025-12-09	0.0000	1
2025-12-12	0.0755	2
2025-12-16	0.0000	1
2025-12-20	0.6835	2
2025-12-21	0.0000	1
2025-12-22	0.0000	1
2025-12-24	0.5000	1
2025-12-28	0.0000	1
2025-12-29	0.0000	2
2025-12-31	0.5000	1
2026-01-01	1.0000	1
2026-01-04	0.0000	1
2026-01-05	0.0000	2
2026-01-06	0.3500	1
2026-01-07	-0.0167	3
2026-01-08	0.0566	7
2026-01-09	0.0000	3
2026-01-11	0.0000	1
2026-01-12	0.0000	1
2026-01-13	0.1500	2
2026-01-16	0.0000	1
2026-01-19	0.0688	4
2026-01-20	0.0000	1
2026-01-23	0.0876	5
2026-01-26	0.8650	1
2026-01-29	0.0255	2
2026-01-31	0.2500	2
2026-02-03	0.1372	4
2026-02-04	0.2470	3
2026-02-05	0.1360	1
2026-02-06	0.0850	3
2026-02-08	0.5000	1
2026-02-10	0.0000	1
2026-02-14	0.5030	1
2026-02-17	0.0865	4
2026-02-18	0.1360	2
2026-02-19	1.0000	1
2026-02-20	0.0309	7
2026-02-21	0.0000	1
2026-02-23	0.0847	3
2026-02-24	0.3430	1
2026-02-26	0.1621	7
2026-02-27	0.1047	27
2026-02-28	0.1329	14
2026-03-01	0.1540	1
2026-03-02	0.1480	6
2026-03-03	0.0137	4
2026-03-04	0.0845	2
2026-03-06	0.0576	9
2026-03-07	0.1625	4
2026-03-09	0.1201	8
2026-03-10	0.0023	3
2026-03-11	-0.0089	9
2026-03-12	0.0832	4
2026-03-13	0.0200	2
2026-03-14	-0.0080	5
2026-03-15	-0.1305	2
2026-03-16	0.0000	1
2026-03-17	-0.0667	3
2026-03-18	0.0000	5
2026-03-19	0.0000	1
2026-03-22	0.0020	3
2026-03-23	0.2165	2
2026-03-24	0.0775	8
2026-03-25	-0.0085	4
2026-03-26	0.0680	4
2026-03-27	0.0062	10
2026-03-28	0.0000	4
2026-03-29	0.0000	1
2026-03-30	0.0124	5
2026-03-31	0.0000	2
2026-04-01	0.0000	2
2026-04-02	0.0200	5
2026-04-03	0.0562	8
2026-04-04	-0.0087	6
2026-04-05	0.0000	1
2026-04-06	0.2610	2
2026-04-07	0.3570	1
2026-04-08	0.0000	2
2026-04-09	0.1300	5
2026-04-10	-0.1000	2
2026-04-11	0.1518	4
2026-04-12	0.1750	1
2026-04-13	0.0000	3
2026-04-14	0.1360	1
2026-04-15	0.0000	2
2026-04-16	0.0000	1
2026-04-17	-0.0088	5
2026-04-18	0.0700	1
2026-04-19	0.0680	2
2026-04-20	0.3015	2
2026-04-21	0.0625	4
2026-04-22	0.0370	4
2026-04-23	0.0000	4
2026-04-24	0.0000	1
2026-04-25	0.0000	2
2026-04-26	0.0680	1
2026-04-27	0.1980	1
2026-04-28	0.0000	1
2026-04-30	0.3640	5
2026-05-01	-0.0250	3
2026-05-02	0.0000	2
2026-05-03	0.0000	2
2026-05-04	0.0000	1
2026-05-05	0.0000	1
2026-05-06	0.1092	9
2026-05-07	0.0136	5
2026-05-08	0.0000	3
2026-05-09	0.0000	3
2026-05-10	0.0000	1
2026-05-11	0.0667	3
2026-05-12	0.0453	3
2026-05-13	-0.0538	5
2026-05-14	0.1617	3
2026-05-15	0.0441	8
2026-05-18	0.0000	2
2026-05-19	0.1000	3
