Date	Sentiment_Daily	News_Volume
2025-05-18	0.1000	1
2025-07-09	0.4330	1
2025-07-15	0.0000	1
2025-07-17	0.0310	1
2025-07-18	0.7000	1
2025-07-25	0.3000	1
2025-08-03	0.3260	1
2025-08-05	0.1670	1
2025-08-07	0.0000	1
2025-08-08	0.0000	2
2025-08-09	0.5000	1
2025-08-11	0.0000	1
2025-08-12	0.0000	1
2025-08-13	-0.0500	2
2025-08-15	0.0000	1
2025-08-16	0.0000	1
2025-08-20	0.0000	1
2025-08-22	0.0000	1
2025-08-23	0.0000	1
2025-08-26	0.0000	1
2025-09-09	0.0000	1
2025-09-10	0.0000	1
2025-09-11	0.0000	1
2025-09-15	-0.1560	1
2025-09-16	0.0000	1
2025-09-19	0.0000	1
2025-09-21	0.0000	1
2025-09-24	0.1600	1
2025-09-25	0.0000	1
2025-09-28	0.0000	1
2025-09-29	0.0000	1
2025-10-01	0.1330	1
2025-10-03	0.0000	1
2025-10-10	0.0000	1
2025-10-14	0.5000	1
2025-10-21	0.0000	1
2025-10-22	0.0000	1
2025-10-23	0.0000	1
2025-10-28	0.4000	1
2025-10-29	0.0000	1
2025-11-01	0.0000	1
2025-11-03	0.0000	1
2025-11-04	0.0000	1
2025-11-06	0.0000	1
2025-11-07	0.0000	1
2025-11-10	0.0000	1
2025-11-11	0.0000	2
2025-11-13	0.5000	1
2025-11-17	-0.0780	1
2025-11-18	0.3330	1
2025-11-21	0.0000	1
2025-11-22	0.0450	1
2025-11-25	0.0000	1
2025-11-27	0.1500	1
2025-11-28	0.1380	1
2025-12-03	0.0000	1
2025-12-04	0.0000	1
2025-12-05	-0.0670	1
2025-12-09	0.0000	1
2025-12-10	-0.1070	2
2025-12-11	0.0000	2
2025-12-12	0.0000	1
2025-12-17	0.0250	1
2025-12-18	0.1360	1
2025-12-22	0.0000	1
2025-12-24	0.0000	1
2025-12-28	0.0000	1
2026-01-03	0.5000	1
2026-01-05	0.0000	1
2026-01-07	0.0000	1
2026-01-09	0.0000	1
2026-01-11	0.2880	1
2026-01-14	0.6670	1
2026-01-15	0.5000	1
2026-01-20	0.0000	1
2026-01-21	-0.1665	2
2026-01-22	0.2750	1
2026-01-23	0.1000	1
2026-01-26	0.0000	2
2026-01-27	0.0000	2
2026-01-28	0.0000	1
2026-01-30	0.0000	1
2026-02-01	0.0680	1
2026-02-02	0.0000	2
2026-02-03	0.0000	2
2026-02-04	0.0040	5
2026-02-05	0.1225	2
2026-02-06	0.1000	1
2026-02-07	0.2600	1
2026-02-09	-0.0480	3
2026-02-11	0.2250	1
2026-02-12	0.2500	1
2026-02-15	0.6670	1
2026-02-16	0.0000	1
2026-02-17	0.0195	4
2026-02-18	-0.0107	12
2026-02-19	0.0252	12
2026-02-20	0.0000	12
2026-02-21	0.0907	3
2026-02-22	-0.2273	3
2026-02-23	0.1347	14
2026-02-24	0.0500	5
2026-02-25	0.0000	1
2026-02-26	0.0538	10
2026-02-27	0.0172	8
2026-02-28	0.1360	1
2026-03-01	0.0717	15
2026-03-02	0.0486	10
2026-03-03	-0.0050	10
2026-03-04	-0.0500	12
2026-03-05	0.0512	60
2026-03-06	-0.1357	3
2026-03-07	0.1360	1
2026-03-08	0.0000	4
2026-03-09	-0.0180	12
2026-03-10	0.0667	3
2026-03-11	0.0974	8
2026-03-12	0.0155	4
2026-03-13	0.0000	1
2026-03-14	0.0000	5
2026-03-15	0.1136	5
2026-03-16	0.1222	9
2026-03-17	0.0000	4
2026-03-18	-0.0070	1
2026-03-19	0.0680	2
2026-03-20	0.0574	9
2026-03-21	0.0680	2
2026-03-22	0.0500	2
2026-03-23	0.0316	10
2026-03-24	0.0276	20
2026-03-25	-0.2000	1
2026-03-26	0.0000	1
2026-03-27	-0.0159	9
2026-03-28	0.0446	8
2026-03-29	0.0000	3
2026-03-30	0.0295	6
2026-03-31	0.0536	7
2026-04-01	-0.0031	11
2026-04-02	0.0000	2
2026-04-03	0.0000	2
2026-04-04	0.0000	1
2026-04-05	0.0000	1
2026-04-06	0.0911	9
2026-04-07	0.1848	15
2026-04-08	0.0128	19
2026-04-09	0.0277	14
2026-04-10	0.1183	3
2026-04-11	0.0340	2
2026-04-12	0.0000	4
2026-04-13	0.0842	5
2026-04-14	0.0554	7
2026-04-15	0.0424	10
2026-04-16	-0.0066	8
2026-04-17	0.0000	4
2026-04-18	0.0845	6
2026-04-19	0.0370	6
2026-04-20	0.1166	8
2026-04-21	0.0413	9
2026-04-22	0.1858	6
2026-04-23	0.1800	5
2026-04-24	-0.1780	1
2026-04-25	0.0165	6
2026-04-26	0.0000	2
2026-04-27	-0.0170	5
2026-04-28	0.0873	4
2026-04-29	0.0948	6
2026-04-30	0.0273	11
2026-05-01	0.0082	4
2026-05-02	0.1096	9
2026-05-03	0.0827	7
2026-05-04	0.0663	15
